,SUBID,AROID,Sj�-id,Medeldjup,Maxdjup,Omsättningstid,wrt
3763,19756,698690-155292,698758-155293,5.53,,0.894,1.1185682326621924
3764,19757,698695-143990,698625-144022,4.01,,2.28,0.4385964912280702
3765,19758,698698-134145,698676-134219,5.9,,0.484,2.066115702479339
3766,19759,698700-148409,698761-148257,5.8,,3.86,0.2590673575129534
3767,19764,698719-146479,698378-146807,10.7,,6.43,0.15552099533437014
3768,19765,698721-147111,698748-147058,3.79,,0.165,6.0606060606060606
3769,19771,698746-133621,698819-133700,6.61,,0.441,2.2675736961451247
3770,19772,698748-138118,698452-138108,6.49,,0.154,6.4935064935064934
3771,19780,698769-137608,698649-137590,6.3,,0.75,1.3333333333333333
3772,19781,698769-152332,699037-152468,5.01,14.0,0.678,1.4749262536873156
3773,19782,698775-161072,698760-161068,5.84,40.0,2.59,0.3861003861003861
3774,19784,698778-147772,698517-147950,12.5,37.0,3.85,0.2597402597402597
3775,19785,698779-139698,698861-139624,5.82,,0.0452,22.123893805309734
3776,19791,698794-158996,698858-159017,6.02,,0.142,7.042253521126761
3777,19800,698814-158775,698972-158876,4.31,,0.0404,24.752475247524753
3778,19802,698822-161909,698876-161974,4.03,,0.0842,11.876484560570072
3779,19804,698825-161227,698718-161206,4.48,14.0,1.02,0.9803921568627451
3780,19805,698828-133729,698837-133719,6.62,,0.0391,25.57544757033248
3781,19812,698853-145999,698812-145922,3.12,,0.149,6.7114093959731544
3782,19815,698860-133434,698829-133478,5.88,,0.735,1.3605442176870748
3783,19820,698871-146772,698808-146902,3.82,,0.159,6.289308176100628
3784,19821,698873-161351,698834-161383,4.71,15.0,2.29,0.4366812227074236
3785,19822,698876-150321,698800-150346,3.8,,0.668,1.497005988023952
3786,19827,698890-151838,698827-151958,1.92,4.5,0.0127,78.74015748031496
3787,19836,698903-157028,698800-156996,9.19,27.0,4.03,0.24813895781637715
3788,19839,698918-155275,698949-155249,3.84,,0.0309,32.362459546925564
3789,19840,698919-161991,698945-161988,3.52,,0.0217,46.08294930875576
3790,19846,698933-156522,699454-156100,13.7,,2.11,0.47393364928909953
3791,19855,698956-158515,698918-158665,5.97,,0.339,2.949852507374631
3792,19859,698967-145568,698787-145748,3.87,,0.13,7.692307692307692
3793,19860,698967-147370,699080-147406,3.73,,0.975,1.0256410256410258
3794,19861,698968-151321,699058-151580,4.43,9.3,0.337,2.9673590504451037
3795,19862,698972-139086,698992-139155,5.19,,0.877,1.1402508551881414
3796,19869,698990-134605,699126-134664,12.6,,0.908,1.1013215859030836
3797,19871,698990-161397,699015-161442,2.6,8.0,1.06,0.9433962264150942
3798,19873,698994-157119,698927-157118,6.1,13.5,1.96,0.5102040816326531
3799,19877,699002-148149,699218-148139,5.99,,1.66,0.6024096385542169
3800,19879,699011-138025,699044-138008,6.03,,0.388,2.5773195876288657
3801,19880,699012-138736,699233-138686,12.5,,1.86,0.5376344086021505
3802,19882,699018-137874,699065-137946,5.95,,1.35,0.7407407407407407
3803,19884,699021-150992,699043-151084,1.22,2.4,0.0102,98.0392156862745
3804,19887,699025-146563,698968-146567,3.68,,1.77,0.5649717514124294
3805,19891,699032-138412,699103-138529,6.04,,0.727,1.375515818431912
3806,19893,699039-159499,698987-159501,4.17,,0.0765,13.071895424836601
3807,19894,699040-161608,699046-161802,2.42,6.8,0.167,5.988023952095808
3808,19898,699053-145949,698995-145942,3.68,,3.1,0.3225806451612903
3809,19899,699054-148563,698978-148632,3.73,,0.433,2.3094688221709005
3810,19908,699239-136682,699075-136807,12.3,,3.16,0.3164556962025316
3811,19910,699108-137127,698990-137182,6.23,,0.298,3.3557046979865772
3812,19912,699109-150790,699113-150930,8.53,26.8,0.67,1.4925373134328357
3813,19921,699128-145668,698975-145620,3.86,,0.0874,11.441647597254004
3814,19925,699134-147161,698848-147063,3.76,,0.772,1.2953367875647668
3815,19926,699135-158794,699031-158799,5.7,,0.831,1.203369434416366
3816,19933,699151-139300,699087-139275,4.87,,1.1,0.9090909090909091
3817,19934,699152-134718,699189-134710,6.83,,0.0567,17.636684303350968
3818,19944,699195-146708,699029-146830,5.51,,0.701,1.4265335235378032
3819,19946,699195-152706,699149-152732,4.04,,0.111,9.00900900900901
3820,19951,699216-146940,699201-146901,3.74,,0.185,5.405405405405405
3821,19954,699220-153156,699202-153040,4.6,,0.00814,122.85012285012286
3822,19957,699231-134722,699267-134713,6.85,,0.0348,28.73563218390805
3823,19959,699237-137964,699399-137979,6.34,,0.0925,10.81081081081081
3824,19968,699262-148594,699461-148459,4.24,,0.263,3.8022813688212924
3825,19974,699279-142356,699416-142475,5.4,,0.0396,25.25252525252525
3826,19980,699293-143947,699287-143938,4.47,,3.53,0.28328611898017
3827,19986,699308-152320,699225-152346,3.82,,0.854,1.17096018735363
3828,19987,699313-145708,699200-145568,7.46,20.5,0.337,2.9673590504451037
3829,19988,699313-162271,699283-162250,2.77,8.7,1.36,0.7352941176470588
3830,19989,699318-161383,699356-161439,9.69,22.0,0.458,2.1834061135371177
3831,19990,699320-160665,699348-160611,3.87,,1.27,0.7874015748031495
3832,19999,699337-151900,699160-152118,7.6,23.0,1.2,0.8333333333333334
3833,20003,699350-137544,699365-137652,6.52,,0.038,26.315789473684212
3834,20010,699377-157870,699386-157900,4.17,,0.0269,37.174721189591075
3835,20015,699389-151471,699143-151574,7.09,22.4,1.72,0.5813953488372093
3836,20016,699390-159376,699241-159461,5.87,,0.46,2.1739130434782608
3837,20019,699396-151056,699306-151258,3.91,,0.421,2.375296912114014
3838,20020,699396-154901,699493-154694,5.93,,0.692,1.4450867052023122
3839,20021,699400-138743,699427-138689,6.85,,0.0354,28.248587570621467
3840,20023,699401-161037,699274-161166,8.33,20.0,2.99,0.33444816053511706
3841,20025,699403-157210,699439-157472,5.82,,1.01,0.9900990099009901
3842,20028,699417-138535,699527-138669,6.93,,0.0618,16.181229773462782
3843,20031,699424-137965,699494-138008,6.64,,0.0736,13.58695652173913
3844,20033,699428-150129,699381-150190,3.87,,0.141,7.092198581560284
3845,20037,699436-150641,699379-150593,3.95,,0.0604,16.556291390728475
3846,20041,699454-155947,699547-155822,7.57,,0.253,3.952569169960474
3847,20051,699483-161180,699424-161134,3.83,,1.7,0.5882352941176471
3848,20055,699486-154034,699591-153993,4.18,,0.206,4.8543689320388355
3849,20059,699495-148072,699612-147915,6.15,,0.526,1.9011406844106462
3850,20064,699508-151548,699386-151660,3.93,,0.419,2.3866348448687353
3851,20065,699509-147502,699582-147535,4.51,,0.022,45.45454545454546
3852,20069,699525-151103,699435-151096,3.86,,0.201,4.975124378109452
3853,20073,699537-155724,699586-155723,4.04,,0.00671,149.03129657228018
3854,20080,699549-138176,699639-138256,13.4,,0.284,3.5211267605633805
3855,20081,699551-149934,699432-150083,3.86,,0.0999,10.01001001001001
3856,20093,699575-138394,699711-138416,5.98,,0.667,1.4992503748125936
3857,20104,699544-154221,699595-154233,4.24,,0.0551,18.148820326678766
3858,20107,699610-138576,699670-138582,6.96,,0.0573,17.452006980802793
3859,20115,699642-160671,699694-160621,3.81,,1.46,0.684931506849315
3860,20117,699652-161945,699418-161951,3.91,,0.236,4.237288135593221
3861,20125,699670-160206,699517-160160,9.33,19.0,0.166,6.024096385542168
3862,20127,699673-153678,699640-153739,4.14,,0.109,9.174311926605505
3863,20131,699685-158070,699763-158069,5.95,,0.807,1.2391573729863692
3864,20135,699690-161148,699612-161383,4.28,,0.0639,15.64945226917058
3865,20136,699691-133927,699687-133956,6.3,,0.0631,15.847860538827257
3866,20145,699715-161707,699514-161814,4.04,,0.493,2.028397565922921
3867,20153,699747-148457,699811-148398,4.28,,0.173,5.780346820809249
3868,20154,699752-137714,699899-137871,6.53,,0.281,3.558718861209964
3869,20157,699758-138763,699921-138656,7.05,,0.0901,11.098779134295228
3870,20164,699788-148027,699744-148069,4.17,,0.135,7.4074074074074066
3871,20165,699790-138535,699804-138569,6.98,,0.0292,34.24657534246575
3872,20171,699804-138346,699846-138334,7.52,,0.0255,39.21568627450981
3873,20177,699809-149315,699969-149382,4.15,,0.11,9.090909090909092
3874,20180,699814-146325,700140-146403,6.06,,2.64,0.3787878787878788
3875,20188,699832-161269,699782-161333,4.22,,0.109,9.174311926605505
3876,20194,699839-160886,699867-160746,3.93,12.0,0.467,2.141327623126338
3877,20197,699842-153892,699634-154045,4.23,,0.0649,15.408320493066256
3878,20203,699876-148488,699924-148383,4.31,,0.213,4.694835680751174
3879,20213,699901-134022,699815-134008,6.01,,0.498,2.0080321285140563
3880,20215,699907-138430,699889-138482,7.52,,0.0111,90.09009009009009
3881,20217,699910-138246,699909-138310,6.06,,1.56,0.641025641025641
3882,20222,699918-143985,699973-144024,4.96,,1.28,0.78125
3883,20224,699922-144271,699905-144261,4.43,,7.33,0.1364256480218281
3884,20229,699933-162756,699737-162792,4.4,,0.0363,27.548209366391184
3885,20230,699934-138866,699986-138899,5.35,,0.00479,208.76826722338205
3886,20233,699940-137989,699749-138018,12.9,,0.608,1.6447368421052633
3887,20238,699942-155740,700061-155754,5.44,,3.24,0.30864197530864196
3888,20241,699945-135867,700022-135780,5.7,,0.683,1.4641288433382136
3889,20250,699956-151762,699727-151851,4.09,,0.137,7.2992700729927
3890,20255,699973-158089,700088-157869,7.04,15.0,0.272,3.676470588235294
3891,20256,699976-134840,699945-134923,6.03,,0.155,6.451612903225807
3892,20257,699984-149570,699905-149719,6.21,,0.291,3.436426116838488
3893,20259,699997-143615,699881-143543,4.9,,1.28,0.78125
3894,20260,699998-161960,699987-162148,9.59,29.1,0.999,1.001001001001001
3895,20265,700017-149083,699964-149209,5.79,,2.2,0.45454545454545453
3896,20266,700017-162182,699986-162211,4.35,12.5,0.0362,27.62430939226519
3897,20269,700023-138611,699996-138780,11.3,31.0,0.112,8.928571428571429
3898,20274,700034-160551,699932-160527,4.04,,0.0981,10.19367991845056
3899,20277,700037-138272,699985-138245,5.78,,0.788,1.2690355329949239
3900,20280,700044-161577,700114-161614,3.17,9.9,0.216,4.62962962962963
3901,20283,700053-137733,699929-137815,12.2,,2.66,0.37593984962406013
3902,20287,700066-161610,700158-161662,2.68,7.9,0.278,3.597122302158273
3903,20289,700069-138152,700127-138203,5.88,,2.0,0.5
3904,20294,700072-134125,700152-134126,5.79,,0.41,2.4390243902439024
3905,20297,700075-160298,700008-160311,4.29,,0.0616,16.233766233766232
3906,20299,700079-139826,700063-139885,7.37,,0.00878,113.89521640091117
3907,20301,700082-138638,700044-138630,3.05,,0.854,1.17096018735363
3908,20302,700082-139212,700076-139265,6.29,,0.175,5.714285714285714
3909,20318,700112-139114,700139-139162,5.68,,1.22,0.819672131147541
3910,20319,700112-147050,700433-146931,12.1,,1.91,0.5235602094240838
3911,20321,700115-147807,699990-147926,4.05,,0.161,6.211180124223603
3912,20324,700129-137644,700230-137642,5.73,,3.41,0.29325513196480935
3913,20326,700139-159272,700371-159170,5.48,17.0,0.556,1.7985611510791366
3914,20332,700153-138276,700158-138241,3.03,,1.09,0.9174311926605504
3915,20336,700165-163130,700072-163188,3.91,,0.341,2.9325513196480935
3916,20344,700178-142760,702172-143255,19.8,74.0,1.22,0.819672131147541
3917,20346,700180-162727,700107-162695,8.03,25.9,2.96,0.33783783783783783
3918,20349,700188-138994,700224-139040,5.93,,0.447,2.237136465324385
3919,20354,700196-138594,700118-138545,12.1,,1.66,0.6024096385542169
3920,20355,700196-139138,700208-139171,6.0,,0.403,2.4813895781637716
3921,20356,700198-139318,700115-139246,6.22,,0.518,1.9305019305019304
3922,20360,700211-138847,700134-138852,5.74,,0.811,1.2330456226880393
3923,20363,700225-161694,700161-161756,3.97,,0.178,5.617977528089888
3924,20368,700237-147432,700383-147160,4.1,,0.936,1.0683760683760684
3925,20369,700238-138088,700298-138123,12.0,,1.57,0.6369426751592356
3926,20371,700242-155043,700494-155114,3.78,,0.395,2.531645569620253
3927,20385,700274-161567,700254-161602,0.839,2.1,0.0829,12.062726176115802
3928,20386,700275-161374,700135-161219,9.78,33.0,2.37,0.42194092827004215
3929,20387,700276-138762,700332-138818,5.73,,0.867,1.1534025374855825
3930,20394,700293-138374,700358-138443,11.8,,4.31,0.2320185614849188
3931,20398,700298-162058,700267-162063,3.99,,0.138,7.246376811594202
3932,20401,700305-136734,700615-136674,7.28,,0.0681,14.684287812041118
3933,20406,700311-162754,700356-162715,3.87,,0.621,1.6103059581320451
3934,20411,700325-137976,700375-138166,6.3,,0.308,3.2467532467532467
3935,20412,700325-160611,700280-160585,4.2,,0.0237,42.19409282700422
3936,20413,700329-138976,700237-139022,5.81,,2.16,0.4629629629629629
3937,20414,700329-160514,700257-160514,4.21,,0.0282,35.46099290780142
3938,20423,700355-136571,700467-136636,5.8,,0.591,1.6920473773265652
3939,20425,700359-136975,700554-136828,13.0,,0.409,2.444987775061125
3940,20427,700364-138572,700343-138588,5.68,,1.62,0.6172839506172839
3941,20433,700375-138080,700406-138136,5.65,,2.53,0.3952569169960475
3942,20436,700392-161088,700287-161199,3.9,,1.82,0.5494505494505494
3943,20438,700394-161814,700358-161950,7.74,18.5,0.201,4.975124378109452
3944,20447,700412-140491,700369-140489,4.69,,1.28,0.78125
3945,20450,700414-138760,700470-138839,6.02,,0.837,1.1947431302270013
3946,20457,700431-141865,700582-141894,6.17,,1.15,0.8695652173913044
3947,20460,700441-136132,700407-136195,5.67,,0.627,1.594896331738437
3948,20466,700445-161604,700369-161503,3.94,,0.444,2.2522522522522523
3949,20476,700484-150545,700406-151335,19.9,42.0,0.048,20.833333333333332
3950,20490,700525-147758,700642-147581,4.04,,0.344,2.906976744186047
3951,20502,700553-161132,700460-161240,6.9,21.0,1.79,0.5586592178770949
3952,20509,700580-145119,700530-144970,4.59,,2.43,0.4115226337448559
3953,20515,700607-161398,700664-161329,3.91,,1.99,0.5025125628140703
3954,20518,700617-155639,700543-155787,10.6,33.2,0.0163,61.34969325153375
3955,20522,700619-147509,700699-147456,4.08,,0.261,3.8314176245210727
3956,20530,700641-153601,700675-153468,4.0,,0.728,1.3736263736263736
3957,20535,700651-147118,700647-146939,6.52,,0.114,8.771929824561402
3958,20538,700667-133564,700763-133593,5.26,,0.215,4.651162790697675
3959,20554,700707-153932,700800-154024,5.48,,2.73,0.3663003663003663
3960,20555,700708-133437,700760-133366,5.25,,0.286,3.4965034965034967
3961,20575,700756-160131,700763-159983,4.35,,0.0689,14.513788098693759
3962,20577,700760-163330,700717-163512,18.2,45.0,1.7,0.5882352941176471
3963,20585,700792-136701,700737-136653,5.65,,2.75,0.36363636363636365
3964,20587,700798-146370,700792-146419,4.27,,0.0895,11.1731843575419
3965,20606,700835-146894,700897-146852,4.82,,0.0386,25.906735751295336
3966,20620,700889-154528,700784-154633,3.14,7.0,0.0719,13.908205841446453
3967,20621,700891-135260,700908-135335,5.67,,1.19,0.8403361344537815
3968,20622,700891-143735,700761-143815,4.72,,0.893,1.1198208286674132
3969,20624,700900-135395,700808-135323,5.92,,0.792,1.2626262626262625
3970,20632,700916-149504,700817-149421,6.41,,0.245,4.081632653061225
3971,20637,700930-160437,700758-160341,3.96,,0.559,1.7889087656529514
3972,20638,700931-146156,700821-146186,4.24,,0.204,4.901960784313726
3973,20642,700942-155879,700833-156071,3.72,,1.25,0.8
3974,20646,700958-133287,701039-133265,5.32,,0.161,6.211180124223603
3975,20659,700984-139983,700844-139934,5.0,,0.115,8.695652173913043
3976,20668,701001-164624,701015-164591,7.92,17.5,4.77,0.20964360587002098
3977,20673,701012-147258,701014-147479,4.18,,0.107,9.345794392523365
3978,20680,701047-133302,701100-133265,5.33,,0.105,9.523809523809524
3979,20681,701057-162768,700933-162876,7.87,24.0,0.359,2.785515320334262
3980,20682,701059-149065,700969-149301,6.4,,0.233,4.291845493562231
3981,20683,701059-161400,701420-161235,17.0,41.0,8.88,0.1126126126126126
3982,20687,701087-163832,701054-163935,4.98,,0.0126,79.36507936507937
3983,20690,701097-137838,701054-139011,15.1,10.0,0.857,1.1668611435239207
3984,20695,701111-133424,701215-133443,5.24,,0.436,2.293577981651376
3985,20703,701124-146774,701355-146769,6.54,,0.189,5.291005291005291
3986,20706,701128-157737,701132-157805,2.53,6.5,0.0195,51.282051282051285
3987,20709,701130-156012,700923-156012,5.58,,0.283,3.53356890459364
3988,20715,701170-160267,701093-160168,7.04,19.5,0.299,3.3444816053511706
3989,20720,701182-163505,701083-163702,3.52,6.6,0.623,1.6051364365971108
3990,20724,701194-139419,701599-139391,7.74,25.3,0.26,3.846153846153846
3991,20725,701200-144863,701230-145029,4.52,,0.46,2.1739130434782608
3992,20752,701286-157562,701217-157781,7.03,24.8,0.28,3.571428571428571
3993,20757,701300-136497,701191-136570,10.5,31.0,0.309,3.236245954692557
3994,20758,701300-160389,701312-160329,3.78,,0.999,1.001001001001001
3995,20760,701306-139631,701385-139436,4.99,,0.716,1.3966480446927374
3996,20764,701333-160017,701274-160009,3.86,,0.269,3.717472118959108
3997,20766,701338-147075,701427-147108,3.86,,2.49,0.4016064257028112
3998,20768,701345-162664,701389-162713,7.67,20.0,0.487,2.053388090349076
3999,20770,701354-138517,701444-138538,12.2,,1.61,0.6211180124223602
4000,20771,701355-154212,701089-154360,3.92,,0.0275,36.36363636363637
4001,20772,701356-147373,701257-147572,5.94,,0.00085,1176.4705882352941
4002,20783,701404-144628,701631-144585,4.52,,0.669,1.4947683109118086
4003,20784,701406-148096,701332-148142,3.87,,1.51,0.6622516556291391
4004,20787,701413-138792,701511-138783,6.48,,0.115,8.695652173913043
4005,20788,701421-145838,701528-145857,4.66,,0.259,3.861003861003861
4006,20791,701425-163898,701537-163815,3.32,,0.137,7.2992700729927
4007,20792,701426-161862,701551-161967,11.1,30.0,1.51,0.6622516556291391
4008,20798,701455-145249,701456-145474,4.85,,0.0308,32.467532467532465
4009,20799,701455-159937,701355-160009,3.83,,0.861,1.1614401858304297
4010,20800,701458-159042,701335-158957,8.81,20.0,0.0628,15.923566878980893
4011,20806,701479-148653,701408-148708,4.61,,0.0459,21.78649237472767
4012,20813,701499-163045,701656-162938,5.91,,0.833,1.2004801920768309
4013,20817,701508-148930,701505-148985,4.14,,0.157,6.369426751592357
4014,20821,701524-157849,701616-157714,3.89,7.0,0.0981,10.19367991845056
4015,20828,701537-161414,701410-161582,4.33,,0.0695,14.388489208633093
4016,20829,701538-160094,701253-160304,11.0,28.0,0.802,1.2468827930174562
4017,20830,701558-148396,701540-148473,4.6,,0.0636,15.723270440251572
4018,20835,701576-139201,701644-139251,4.65,,1.06,0.9433962264150942
4019,20842,701608-144048,701472-144122,5.71,,0.0766,13.054830287206267
4020,20846,701615-145409,701569-145561,4.63,,0.572,1.7482517482517483
4021,20847,701617-163653,701756-163633,3.89,,1.64,0.6097560975609756
4022,20855,701630-155075,701609-155083,5.31,,0.0852,11.737089201877934
4023,20861,701656-159540,701463-159705,9.19,22.6,2.61,0.3831417624521073
4024,20870,701674-138366,701501-138459,12.1,,1.52,0.6578947368421053
4025,20876,701702-159790,701630-159747,6.07,16.5,0.917,1.0905125408942202
4026,20885,701722-160823,701642-160777,3.94,,0.722,1.3850415512465375
4027,20886,701726-137470,701806-137503,6.03,,0.992,1.0080645161290323
4028,20888,701733-157576,701548-157628,6.98,33.0,0.206,4.8543689320388355
4029,20894,701750-153401,701809-153351,3.72,,0.391,2.557544757033248
4030,20898,701761-138045,701709-137963,5.71,,0.607,1.6474464579901154
4031,20903,701777-151497,701671-151545,4.67,,0.0438,22.831050228310502
4032,20904,701778-163497,701732-163496,3.13,,1.67,0.5988023952095809
4033,20905,701779-160199,701594-160242,5.88,17.0,0.56,1.7857142857142856
4034,20909,701792-139124,701880-139050,5.6,,0.129,7.751937984496124
4035,20911,701802-137029,701707-137207,11.9,,1.73,0.5780346820809249
4036,20916,701817-155531,701708-155608,5.54,,0.674,1.4836795252225519
4037,20918,701823-158121,701815-157980,5.86,24.9,0.827,1.2091898428053205
4038,20919,701826-157892,701778-157889,6.09,24.3,0.368,2.717391304347826
4039,20929,701860-139797,701884-139846,6.73,,0.0155,64.51612903225806
4040,20943,701909-141278,701996-141184,4.98,,0.603,1.658374792703151
4041,20946,701916-160843,701975-160899,3.95,,0.119,8.403361344537815
4042,20950,701935-141043,701938-141150,4.63,,2.3,0.4347826086956522
4043,20975,702004-164142,702048-164110,3.8,,2.52,0.3968253968253968
4044,20979,702019-152535,701853-152627,5.85,,0.718,1.392757660167131
4045,20982,702032-157379,702066-157293,3.72,,0.883,1.1325028312570782
4046,20983,702033-139764,702025-140245,8.19,16.0,0.0104,96.15384615384616
4047,20988,702038-160720,702002-160768,7.51,21.2,1.44,0.6944444444444444
4048,20993,702048-148862,702072-148937,5.91,,0.826,1.2106537530266344
4049,21005,702076-145929,701458-147140,11.3,27.5,0.0254,39.37007874015748
4050,21009,702091-157892,702208-158047,4.31,,0.0446,22.42152466367713
4051,21029,702132-161297,701991-161576,5.86,,1.33,0.7518796992481203
4052,21036,702155-147585,702161-147731,3.97,,0.373,2.680965147453083
4053,21037,702156-133169,702138-133198,5.19,,1.48,0.6756756756756757
4054,21040,702165-140788,702131-140876,4.78,,1.24,0.8064516129032259
4055,21042,702168-154958,702185-154998,3.9,,0.0282,35.46099290780142
4056,21045,702170-159137,702119-159143,5.16,14.0,0.129,7.751937984496124
4057,21051,702181-147958,702030-148007,3.95,,0.0219,45.662100456621005
4058,21058,702211-135597,702187-135564,6.27,,0.138,7.246376811594202
4059,21059,702214-149322,702184-149501,4.05,,1.13,0.8849557522123894
4060,21065,702224-161558,702094-161545,3.87,,0.867,1.1534025374855825
4061,21068,702228-140442,702104-140376,5.31,,0.145,6.8965517241379315
4062,21073,702251-133655,702679-133966,12.8,,0.505,1.9801980198019802
4063,21075,702251-159224,702147-159234,3.85,9.5,0.116,8.620689655172413
4064,21081,702262-134847,702484-134589,20.6,,6.29,0.1589825119236884
4065,21086,702271-157099,702301-157039,3.71,,0.455,2.1978021978021975
4066,21091,702285-155015,702225-154963,3.89,,0.0312,32.05128205128205
4067,21092,702286-157574,702223-157674,3.98,,0.386,2.5906735751295336
4068,21095,702301-164269,702167-164365,6.99,,0.0182,54.94505494505494
4069,21102,702318-135089,702348-135099,5.19,,1.91,0.5235602094240838
4070,21104,702319-135172,702407-135133,5.73,,1.19,0.8403361344537815
4071,21118,702353-147555,702315-147718,4.52,,0.0958,10.438413361169102
4072,21122,702365-157616,702349-157574,3.77,,1.82,0.5494505494505494
4073,21124,702371-162932,702357-162879,4.18,,0.229,4.366812227074235
4074,21127,702375-139164,702257-139377,5.82,18.8,0.0184,54.34782608695652
4075,21135,702384-159010,702299-159071,3.27,,0.046,21.73913043478261
4076,21140,702390-159729,702389-159908,6.95,24.2,0.67,1.4925373134328357
4077,21141,702392-162470,702328-162466,6.51,21.5,0.0548,18.248175182481752
4078,21148,702411-157960,702456-157966,3.77,,1.7,0.5882352941176471
4079,21149,702412-132843,702308-132876,5.22,,0.913,1.095290251916758
4080,21151,702422-157422,702454-157357,3.7,,1.79,0.5586592178770949
4081,21157,702429-160655,702530-160809,13.3,38.0,2.22,0.4504504504504504
4082,21163,702441-153501,702434-153496,1.11,3.0,0.00915,109.2896174863388
4083,21166,702450-142665,702436-142662,4.51,,1.79,0.5586592178770949
4084,21167,702451-143682,702472-143859,3.96,,0.00161,621.1180124223602
4085,21171,702453-140026,702415-140032,5.11,,0.112,8.928571428571429
4086,21176,702464-163816,702328-164071,8.59,18.5,0.0537,18.6219739292365
4087,21180,702469-157580,702447-157643,4.26,,0.0194,51.54639175257732
4088,21186,702488-165074,702372-165146,2.59,4.5,0.0321,31.152647975077883
4089,21190,702494-151110,702339-151112,6.29,,0.199,5.025125628140703
4090,21193,702507-158049,702519-158050,3.36,,0.0735,13.60544217687075
4091,21197,702513-165655,702466-165529,7.05,14.0,0.0295,33.898305084745765
4092,21217,702557-140278,702457-140182,4.9,,0.409,2.444987775061125
4093,21220,702562-157655,702475-157647,1.15,3.0,0.39,2.564102564102564
4094,21223,702568-147980,702860-147689,6.08,,1.49,0.6711409395973155
4095,21227,702575-150822,702534-150938,4.15,,0.433,2.3094688221709005
4096,21228,702581-157772,702540-157864,3.83,,1.72,0.5813953488372093
4097,21229,702588-164540,702578-164673,4.26,,0.16,6.25
4098,21230,702598-164192,702611-164276,3.96,,0.185,5.405405405405405
4099,21232,702599-159931,702563-159909,3.21,,0.416,2.4038461538461537
4100,21236,702610-159703,702543-159745,2.41,6.5,0.0627,15.948963317384369
4101,21249,702649-158915,702663-158799,3.18,9.5,0.552,1.8115942028985506
4102,21253,702657-140046,702506-139966,5.09,,0.181,5.524861878453039
4103,21263,702676-160941,702616-161194,4.65,12.5,0.163,6.134969325153374
4104,21270,702685-162748,702489-163064,8.05,34.0,1.77,0.5649717514124294
4105,21273,702690-142120,702626-142026,6.86,,0.00561,178.25311942959001
4106,21275,702701-160076,702555-160343,4.47,14.7,0.189,5.291005291005291
4107,21277,702706-157525,702562-157507,4.25,,0.0302,33.11258278145695
4108,21279,702715-158366,702629-158342,6.57,21.3,0.405,2.4691358024691357
4109,21281,702716-164101,702658-164149,3.92,,0.936,1.0683760683760684
4110,21284,702723-154628,702698-154634,3.86,,0.0239,41.84100418410041
4111,21304,702774-159324,702742-159284,2.83,8.1,0.418,2.3923444976076556
4112,21308,702781-166344,702759-166298,3.35,,0.0808,12.376237623762377
4113,21309,702782-159025,702995-158946,9.59,25.0,6.09,0.16420361247947454
4114,21311,702788-135201,702887-135026,5.98,,2.07,0.48309178743961356
4115,21312,702789-136021,702671-136147,12.4,,1.8,0.5555555555555556
4116,21313,702790-165450,702669-165541,3.85,,0.0455,21.978021978021978
4117,21316,702811-147404,702905-147473,3.74,,0.819,1.221001221001221
4118,21320,702824-159505,702763-159661,3.94,,1.05,0.9523809523809523
4119,21333,702851-164329,702841-164344,9.49,28.0,1.56,0.641025641025641
4120,21338,702869-141223,702496-141704,10.7,33.0,0.677,1.4771048744460855
4121,21339,702873-157883,702846-157930,3.16,,0.393,2.544529262086514
4122,21340,702876-159173,702822-159170,3.57,7.9,0.358,2.793296089385475
4123,21341,702879-162563,702921-162582,5.9,13.5,0.648,1.5432098765432098
4124,21359,702943-147938,702852-147918,5.63,,6.87,0.14556040756914118
4125,21369,702959-148568,702829-148452,5.86,,0.384,2.6041666666666665
4126,21370,702960-132004,702822-132078,11.4,,0.184,5.434782608695652
4127,21373,702961-163698,702736-163651,9.66,20.5,0.0243,41.1522633744856
4128,21375,702963-159286,702996-159348,3.84,,0.307,3.257328990228013
4129,21379,702980-159172,702968-159283,3.83,,0.442,2.262443438914027
4130,21382,702998-157049,702826-157280,4.97,14.5,0.124,8.064516129032258
4131,21385,703001-159427,703002-159461,7.15,21.5,0.46,2.1739130434782608
4132,21392,703021-132551,702822-132356,11.4,,0.592,1.6891891891891893
4133,21401,703040-165347,702864-165330,3.84,,0.0412,24.271844660194173
4134,21403,703051-154861,702989-154747,1.41,4.0,0.0431,23.20185614849188
4135,21404,703054-137710,702989-137566,12.9,,5.81,0.17211703958691912
4136,21411,703062-164937,702984-164861,3.32,,0.476,2.100840336134454
4137,21416,703069-159283,703055-159335,3.76,,1.75,0.5714285714285714
4138,21430,703096-159175,703052-159132,3.79,,1.73,0.5780346820809249
4139,21431,703097-162415,703071-162384,3.82,,1.14,0.8771929824561404
4140,21437,703112-138735,703117-138760,6.03,,0.393,2.544529262086514
4141,21447,703132-144757,703135-144816,4.72,,0.232,4.310344827586206
4142,21448,703139-156161,703137-156094,3.89,,0.0991,10.090817356205854
4143,21449,703145-147854,703368-147735,5.64,,0.273,3.663003663003663
4144,21450,703150-158225,703184-158349,4.04,,0.283,3.53356890459364
4145,21453,703158-160493,703073-160486,3.2,,0.618,1.6181229773462784
4146,21455,703160-156320,703177-156269,3.68,,1.14,0.8771929824561404
